num_class,seed,model,loglik_train,post_train,labels_train,p_entropy_train,NEC_train,AIC_train,BIC_train,avg_max_post_train,loglik_eval,post_eval,labels_eval,p_entropy_eval,NEC_eval,AIC_eval,BIC_eval,avg_max_post_eval,class_counts_train,class_counts_eval,init
3,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-2): 3 x Categorical()
  )
)","tensor(-972451.8569, device='cuda:0', dtype=torch.float64)","[[2.29782291e-03 9.68598784e-01 2.91033932e-02]
 [8.85970692e-01 1.13841010e-01 1.88298535e-04]
 [9.22306397e-01 7.67444418e-02 9.49160711e-04]
 ...
 [4.12759580e-01 7.23369371e-10 5.87240419e-01]
 [5.53011017e-01 2.65925051e-09 4.46988980e-01]
 [9.28936117e-01 5.01222780e-07 7.10633813e-02]]",[1 0 0 ... 2 0 0],0.38977629106585626,"tensor(6.2326e-07, device='cuda:0', dtype=torch.float64)","tensor(1944927.7138, device='cuda:0', dtype=torch.float64)","tensor(1945052.9790, device='cuda:0', dtype=torch.float64)",0.8180890667086107,"tensor(-107972.8938, device='cuda:0', dtype=torch.float64)","[[1.61633990e-03 9.95278207e-01 3.10545354e-03]
 [1.04506323e-02 9.30323760e-01 5.92256079e-02]
 [6.74613668e-01 8.17782525e-09 3.25386324e-01]
 ...
 [5.29419071e-01 4.70542782e-01 3.81463022e-05]
 [6.70410918e-01 1.80685725e-07 3.29588901e-01]
 [6.95893469e-03 8.49053276e-01 1.43987789e-01]]",[1 1 0 ... 0 0 1],0.3897992485835395,"tensor(2.6030e-07, device='cuda:0', dtype=torch.float64)","tensor(215969.7875, device='cuda:0', dtype=torch.float64)","tensor(216068.6863, device='cuda:0', dtype=torch.float64)",0.8180777860899685,"{0: 135842, 1: 65335, 2: 51222}","{0: 15023, 1: 7305, 2: 5717}",cao
4,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-3): 4 x Categorical()
  )
)","tensor(-971031.1315, device='cuda:0', dtype=torch.float64)","[[5.96870485e-02 9.21692888e-01 6.62650244e-04 1.79574131e-02]
 [1.39475888e-01 9.78534855e-02 7.23701106e-01 3.89695207e-02]
 [6.62353785e-01 4.50852515e-02 1.11373956e-01 1.81187008e-01]
 ...
 [3.79096982e-02 4.84948548e-06 4.37837844e-01 5.24247608e-01]
 [4.88964345e-01 1.97905128e-05 4.88843873e-04 5.10527021e-01]
 [5.18874145e-01 5.44149877e-07 3.71968778e-01 1.09156533e-01]]",[1 2 0 ... 3 3 0],0.6698785189968997,"tensor(1.0681e-06, device='cuda:0', dtype=torch.float64)","tensor(1942094.2629, device='cuda:0', dtype=torch.float64)","tensor(1942261.2832, device='cuda:0', dtype=torch.float64)",0.7133256270596677,"tensor(-107802.7450, device='cuda:0', dtype=torch.float64)","[[4.86639891e-02 9.48930527e-01 6.29897652e-04 1.77558582e-03]
 [1.07580853e-01 8.46023537e-01 7.62845155e-03 3.87671585e-02]
 [2.21789653e-01 7.03502024e-05 4.67589459e-01 3.10550537e-01]
 ...
 [2.69173963e-01 4.68262032e-01 2.54949114e-01 7.61489196e-03]
 [3.92799559e-01 1.64209589e-07 1.08780379e-01 4.98419898e-01]
 [4.63827437e-01 4.60055209e-01 1.09982503e-06 7.61162544e-02]]",[1 1 2 ... 1 3 0],0.6699346123513578,"tensor(4.4777e-07, device='cuda:0', dtype=torch.float64)","tensor(215637.4900, device='cuda:0', dtype=torch.float64)","tensor(215769.3550, device='cuda:0', dtype=torch.float64)",0.7132893335505175,"{0: 79722, 1: 73556, 2: 36735, 3: 62386}","{0: 8751, 1: 8265, 2: 4074, 3: 6955}",cao
5,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-4): 5 x Categorical()
  )
)","tensor(-970911.0412, device='cuda:0', dtype=torch.float64)","[[8.49671302e-02 9.07979585e-01 1.48202669e-03 5.57125855e-03
  4.14096196e-20]
 [3.97699141e-01 7.67442534e-02 5.01359631e-01 2.20471207e-02
  2.14985395e-03]
 [7.79404934e-01 3.56271542e-02 6.98730295e-02 1.15094882e-01
  7.43728236e-11]
 ...
 [1.01385221e-01 5.82786164e-06 1.93422399e-01 4.12867085e-01
  2.92319466e-01]
 [5.46623886e-01 2.84516538e-05 1.87443142e-02 4.29873323e-01
  4.73002511e-03]
 [5.65589988e-01 4.49168493e-04 2.21689017e-01 9.97251047e-02
  1.12546721e-01]]",[1 2 0 ... 3 0 0],0.6900870423259964,"tensor(1.1307e-06, device='cuda:0', dtype=torch.float64)","tensor(1941862.0824, device='cuda:0', dtype=torch.float64)","tensor(1942070.8578, device='cuda:0', dtype=torch.float64)",0.7042813986646576,"tensor(-107779.6542, device='cuda:0', dtype=torch.float64)","[[5.86867707e-02 9.38836469e-01 1.99202349e-03 4.84737226e-04
  1.05529644e-13]
 [3.00756053e-01 6.79051649e-01 1.08503708e-02 9.34188402e-03
  4.33165969e-08]
 [2.57845323e-01 1.05015921e-04 4.62823840e-01 2.79216539e-01
  9.28189714e-06]
 ...
 [2.80261183e-01 3.83191241e-01 3.32416068e-01 4.13148855e-03
  1.89152407e-08]
 [4.29808636e-01 1.34706684e-04 4.98091003e-02 5.20247545e-01
  1.15091720e-08]
 [5.41068523e-01 4.36547463e-01 1.03734157e-04 2.22802806e-02
  3.14717398e-17]]",[1 1 2 ... 1 3 0],0.6901832039933905,"tensor(4.7424e-07, device='cuda:0', dtype=torch.float64)","tensor(215599.3083, device='cuda:0', dtype=torch.float64)","tensor(215764.1396, device='cuda:0', dtype=torch.float64)",0.7041532981492,"{0: 89802, 1: 71920, 2: 31248, 3: 59429}","{0: 9871, 1: 8075, 2: 3487, 3: 6612}",cao
6,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-5): 6 x Categorical()
  )
)","tensor(-970785.2023, device='cuda:0', dtype=torch.float64)","[[2.23952731e-02 6.95023115e-01 2.50352711e-01 3.22289007e-02
  2.93887608e-19 4.57594516e-13]
 [6.39994435e-01 1.15155316e-02 2.42212720e-01 4.86526731e-04
  1.05790787e-01 1.08967915e-15]
 [9.37284629e-01 4.93147264e-02 1.08422266e-02 2.55841574e-03
  1.42305699e-09 6.09158349e-10]
 ...
 [1.91644343e-01 2.97277320e-06 8.13747983e-02 3.94897431e-01
  3.32080455e-01 9.33044239e-23]
 [5.94134452e-01 1.27328668e-04 3.83481960e-04 4.05353679e-01
  1.05922524e-06 1.12440525e-16]
 [7.53100117e-01 1.05606344e-06 2.89699519e-02 8.26123772e-02
  1.35316496e-01 2.03045483e-09]]",[1 0 0 ... 3 0 0],0.6474762741896717,"tensor(1.0272e-06, device='cuda:0', dtype=torch.float64)","tensor(1941618.4047, device='cuda:0', dtype=torch.float64)","tensor(1941868.9350, device='cuda:0', dtype=torch.float64)",0.7357527991809759,"tensor(-107773.9650, device='cuda:0', dtype=torch.float64)","[[1.50992212e-02 8.40625422e-01 1.41511522e-01 2.73201486e-03
  1.51795944e-12 3.18204005e-05]
 [1.03731030e-01 1.04002974e-01 7.42923337e-01 4.93389116e-02
  3.74795666e-06 5.09518278e-19]
 [4.27283845e-01 3.68038766e-04 2.37417229e-01 3.34928737e-01
  2.06007762e-06 8.92534897e-08]
 ...
 [3.10061781e-01 3.09789673e-01 1.53557426e-01 8.96655795e-05
  1.42606569e-07 2.26501311e-01]
 [5.68802425e-01 3.66561391e-07 5.38259573e-03 4.25814607e-01
  5.58335311e-09 3.17895462e-10]
 [1.18436487e-01 7.53956260e-01 3.17192335e-04 1.27290060e-01
  2.40526554e-19 4.68757780e-14]]",[1 2 0 ... 0 0 1],0.6474062646047534,"tensor(4.3095e-07, device='cuda:0', dtype=torch.float64)","tensor(215595.9300, device='cuda:0', dtype=torch.float64)","tensor(215793.7276, device='cuda:0', dtype=torch.float64)",0.7357659287047337,"{0: 116261, 1: 54823, 2: 21500, 3: 54580, 4: 5235}","{0: 12872, 1: 6082, 2: 2405, 3: 6099, 4: 587}",cao
7,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-6): 7 x Categorical()
  )
)","tensor(-970693.2003, device='cuda:0', dtype=torch.float64)","[[6.04667396e-02 9.06303011e-01 9.19430905e-05 ... 9.20784986e-15
  4.79199409e-09 1.97435040e-02]
 [2.61355062e-01 8.16764255e-02 6.21102027e-01 ... 9.21570463e-06
  2.57227727e-13 9.33959680e-14]
 [6.55285608e-01 3.68526044e-02 7.97080455e-02 ... 1.67796435e-13
  2.52830288e-17 7.42755695e-11]
 ...
 [6.81474469e-02 1.06952088e-09 1.73262994e-01 ... 4.15184826e-01
  4.68940374e-06 7.56578682e-08]
 [5.58109078e-01 4.99396879e-09 2.32997952e-04 ... 4.44527692e-05
  1.76634674e-06 1.79745738e-01]
 [5.27169703e-01 1.90679824e-05 2.60397314e-01 ... 1.14674538e-01
  3.89315483e-17 1.21445944e-12]]",[1 2 0 ... 4 0 0],0.7363388728522712,"tensor(1.1874e-06, device='cuda:0', dtype=torch.float64)","tensor(1941442.4006, device='cuda:0', dtype=torch.float64)","tensor(1941734.6861, device='cuda:0', dtype=torch.float64)",0.6884235580137136,"tensor(-107763.3308, device='cuda:0', dtype=torch.float64)","[[4.21213678e-02 9.56506790e-01 1.36141545e-04 ... 4.73131965e-08
  4.43417393e-14 5.95551500e-07]
 [1.41663338e-01 7.20337396e-01 8.94837849e-04 ... 1.12151282e-01
  1.35426449e-13 8.90476052e-08]
 [3.18484188e-01 2.23221276e-08 4.14329494e-01 ... 2.75304544e-06
  2.41335255e-05 7.95325076e-06]
 ...
 [2.75142736e-01 3.83999765e-01 3.34573685e-01 ... 1.37654100e-11
  2.98201111e-13 2.21160443e-12]
 [3.63256510e-01 5.41643916e-06 5.45536130e-02 ... 5.60915519e-09
  5.86340258e-17 3.57218717e-12]
 [3.20999623e-01 3.83633247e-01 1.01226136e-07 ... 2.35833530e-13
  3.08477670e-14 2.49856864e-01]]",[1 1 2 ... 1 3 1],0.7364045693302523,"tensor(4.9798e-07, device='cuda:0', dtype=torch.float64)","tensor(215582.6617, device='cuda:0', dtype=torch.float64)","tensor(215813.4255, device='cuda:0', dtype=torch.float64)",0.6883636857853541,"{0: 83860, 1: 74982, 2: 30662, 3: 56528, 4: 5343, 5: 586, 6: 438}","{0: 9201, 1: 8432, 2: 3430, 3: 6268, 4: 610, 5: 57, 6: 47}",cao
8,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-7): 8 x Categorical()
  )
)","tensor(-970648.9032, device='cuda:0', dtype=torch.float64)","[[8.52889237e-02 8.98830309e-01 6.35739705e-05 ... 2.26462558e-08
  4.43838972e-03 6.93721437e-09]
 [1.78081471e-01 6.03633621e-02 7.15898245e-01 ... 6.02723964e-09
  5.49232319e-18 1.22477046e-11]
 [6.48398176e-01 2.56555612e-02 6.61866928e-02 ... 1.54323051e-09
  3.83343834e-16 1.01337776e-15]
 ...
 [4.59164466e-02 5.47404570e-08 4.71481964e-01 ... 1.14606524e-16
  2.23820960e-10 1.33291862e-04]
 [5.76065524e-01 2.50288099e-07 1.51361370e-04 ... 3.34118175e-23
  1.12254525e-07 1.98319272e-04]
 [5.44625560e-01 1.28384151e-06 3.48030139e-01 ... 1.82187202e-09
  2.73616621e-16 1.52443720e-15]]",[1 2 0 ... 2 0 0],0.7516891820358305,"tensor(1.2055e-06, device='cuda:0', dtype=torch.float64)","tensor(1941361.8064, device='cuda:0', dtype=torch.float64)","tensor(1941695.8469, device='cuda:0', dtype=torch.float64)",0.686927778938845,"tensor(-107766.7685, device='cuda:0', dtype=torch.float64)","[[6.18641667e-02 9.36582992e-01 7.57292406e-05 ... 3.82290679e-08
  5.64651325e-18 9.50041251e-15]
 [1.38611076e-01 5.60168420e-01 1.37767632e-03 ... 3.52659560e-15
  1.20464156e-10 3.78434865e-12]
 [3.11333823e-01 1.39044278e-06 3.93729710e-01 ... 1.88740103e-08
  1.59382898e-16 5.08360937e-06]
 ...
 [2.76530002e-01 3.51142675e-01 1.36914705e-01 ... 2.27321278e-01
  8.95698645e-25 1.06976737e-13]
 [3.59427365e-01 3.60086737e-07 7.19019280e-02 ... 4.61304253e-10
  2.28447767e-09 4.12560025e-15]
 [4.63989033e-01 2.90428246e-01 3.69414282e-08 ... 1.05246814e-22
  2.03938278e-01 6.16058481e-12]]",[1 1 2 ... 1 3 0],0.7518000631010204,"tensor(5.0573e-07, device='cuda:0', dtype=torch.float64)","tensor(215597.5369, device='cuda:0', dtype=torch.float64)","tensor(215861.2670, device='cuda:0', dtype=torch.float64)",0.6868661847325701,"{0: 87063, 1: 73692, 2: 36327, 3: 52834, 4: 688, 6: 1208, 7: 587}","{0: 9568, 1: 8300, 2: 4037, 3: 5874, 4: 73, 6: 135, 7: 58}",cao
9,42,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-8): 9 x Categorical()
  )
)","tensor(-970575.9488, device='cuda:0', dtype=torch.float64)","[[1.66851032e-02 8.56361699e-01 1.14398038e-01 ... 1.94773124e-08
  5.30143871e-08 7.50659162e-08]
 [4.58877676e-01 4.40931354e-02 4.88833416e-01 ... 1.40497474e-09
  1.95914584e-10 4.18972400e-10]
 [8.54870764e-01 4.37333240e-02 1.54364054e-02 ... 1.39996106e-03
  1.22920735e-09 7.40280658e-18]
 ...
 [1.72431986e-01 1.01687225e-05 1.92907967e-01 ... 1.18942824e-08
  7.07303407e-04 6.25444342e-12]
 [7.79814263e-01 9.57623389e-05 3.37866704e-03 ... 3.87673950e-02
  5.06596273e-04 1.51363167e-16]
 [7.32946355e-01 1.13110916e-06 4.17334199e-02 ... 2.84773609e-09
  8.01510968e-09 9.43411190e-10]]",[1 2 0 ... 4 0 0],0.7314124102048424,"tensor(1.1563e-06, device='cuda:0', dtype=torch.float64)","tensor(1941223.8976, device='cuda:0', dtype=torch.float64)","tensor(1941599.6932, device='cuda:0', dtype=torch.float64)",0.7031102045853381,"tensor(-107754.1286, device='cuda:0', dtype=torch.float64)","[[1.20998566e-02 9.37614460e-01 2.72257966e-02 ... 2.12510606e-09
  9.53222683e-10 2.25705524e-02]
 [6.40523883e-02 3.98216777e-01 5.24790980e-01 ... 1.96778286e-07
  1.62162243e-10 1.81476639e-05]
 [5.09564127e-01 3.74547274e-04 1.56559894e-01 ... 2.00945659e-09
  6.50409862e-02 1.21687608e-07]
 ...
 [2.95766025e-01 3.54227175e-01 8.65289483e-02 ... 5.17700169e-11
  3.92932316e-09 1.77792459e-06]
 [5.06526678e-01 3.64387336e-07 9.12656908e-03 ... 3.74656282e-09
  6.71779265e-08 1.09406712e-16]
 [8.41679925e-02 5.07942692e-01 8.45109965e-04 ... 3.54770084e-01
  4.09289447e-10 2.14142492e-17]]",[1 2 0 ... 1 0 1],0.7312860096858735,"tensor(4.8511e-07, device='cuda:0', dtype=torch.float64)","tensor(215580.2572, device='cuda:0', dtype=torch.float64)","tensor(215876.9535, device='cuda:0', dtype=torch.float64)",0.7031583434083144,"{0: 99461, 1: 72739, 2: 27816, 3: 39552, 4: 11254, 6: 889, 7: 543, 8: 145}","{0: 10997, 1: 8079, 2: 3100, 3: 4422, 4: 1268, 6: 101, 7: 52, 8: 26}",cao
2,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-1): 2 x Categorical()
  )
)","tensor(-977454.6414, device='cuda:0', dtype=torch.float64)","[[8.92806350e-05 9.99910719e-01]
 [4.74152230e-01 5.25847770e-01]
 [7.86770592e-01 2.13229408e-01]
 ...
 [9.99999487e-01 5.13214972e-07]
 [9.99998417e-01 1.58264901e-06]
 [7.63096520e-01 2.36903480e-01]]",[1 1 0 ... 0 0 0],0.27911544212982514,"tensor(4.4953e-07, device='cuda:0', dtype=torch.float64)","tensor(1954925.2827, device='cuda:0', dtype=torch.float64)","tensor(1955008.7928, device='cuda:0', dtype=torch.float64)",0.8642874978760714,"tensor(-108538.1779, device='cuda:0', dtype=torch.float64)","[[1.97987062e-05 9.99980201e-01]
 [1.84908178e-04 9.99815092e-01]
 [9.99995206e-01 4.79389002e-06]
 ...
 [8.80330665e-02 9.11966933e-01]
 [9.49082844e-01 5.09171557e-02]
 [3.46922322e-04 9.99653078e-01]]",[1 1 0 ... 1 0 1],0.2791212745131593,"tensor(1.8620e-07, device='cuda:0', dtype=torch.float64)","tensor(217092.3559, device='cuda:0', dtype=torch.float64)","tensor(217158.2884, device='cuda:0', dtype=torch.float64)",0.8642802343495039,"{0: 108193, 1: 144206}","{0: 12078, 1: 15967}",cao
3,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-2): 3 x Categorical()
  )
)","tensor(-972451.8569, device='cuda:0', dtype=torch.float64)","[[2.29782291e-03 9.68598784e-01 2.91033932e-02]
 [8.85970692e-01 1.13841010e-01 1.88298535e-04]
 [9.22306397e-01 7.67444418e-02 9.49160711e-04]
 ...
 [4.12759580e-01 7.23369371e-10 5.87240419e-01]
 [5.53011017e-01 2.65925051e-09 4.46988980e-01]
 [9.28936117e-01 5.01222780e-07 7.10633813e-02]]",[1 0 0 ... 2 0 0],0.38977629106585626,"tensor(6.2326e-07, device='cuda:0', dtype=torch.float64)","tensor(1944927.7138, device='cuda:0', dtype=torch.float64)","tensor(1945052.9790, device='cuda:0', dtype=torch.float64)",0.8180890667086107,"tensor(-107972.8938, device='cuda:0', dtype=torch.float64)","[[1.61633990e-03 9.95278207e-01 3.10545354e-03]
 [1.04506323e-02 9.30323760e-01 5.92256079e-02]
 [6.74613668e-01 8.17782525e-09 3.25386324e-01]
 ...
 [5.29419071e-01 4.70542782e-01 3.81463022e-05]
 [6.70410918e-01 1.80685725e-07 3.29588901e-01]
 [6.95893469e-03 8.49053276e-01 1.43987789e-01]]",[1 1 0 ... 0 0 1],0.3897992485835395,"tensor(2.6030e-07, device='cuda:0', dtype=torch.float64)","tensor(215969.7875, device='cuda:0', dtype=torch.float64)","tensor(216068.6863, device='cuda:0', dtype=torch.float64)",0.8180777860899685,"{0: 135842, 1: 65335, 2: 51222}","{0: 15023, 1: 7305, 2: 5717}",cao
4,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-3): 4 x Categorical()
  )
)","tensor(-971031.1315, device='cuda:0', dtype=torch.float64)","[[5.96870485e-02 9.21692888e-01 6.62650244e-04 1.79574131e-02]
 [1.39475888e-01 9.78534855e-02 7.23701106e-01 3.89695207e-02]
 [6.62353785e-01 4.50852515e-02 1.11373956e-01 1.81187008e-01]
 ...
 [3.79096982e-02 4.84948548e-06 4.37837844e-01 5.24247608e-01]
 [4.88964345e-01 1.97905128e-05 4.88843873e-04 5.10527021e-01]
 [5.18874145e-01 5.44149877e-07 3.71968778e-01 1.09156533e-01]]",[1 2 0 ... 3 3 0],0.6698785189968997,"tensor(1.0681e-06, device='cuda:0', dtype=torch.float64)","tensor(1942094.2629, device='cuda:0', dtype=torch.float64)","tensor(1942261.2832, device='cuda:0', dtype=torch.float64)",0.7133256270596677,"tensor(-107802.7450, device='cuda:0', dtype=torch.float64)","[[4.86639891e-02 9.48930527e-01 6.29897652e-04 1.77558582e-03]
 [1.07580853e-01 8.46023537e-01 7.62845155e-03 3.87671585e-02]
 [2.21789653e-01 7.03502024e-05 4.67589459e-01 3.10550537e-01]
 ...
 [2.69173963e-01 4.68262032e-01 2.54949114e-01 7.61489196e-03]
 [3.92799559e-01 1.64209589e-07 1.08780379e-01 4.98419898e-01]
 [4.63827437e-01 4.60055209e-01 1.09982503e-06 7.61162544e-02]]",[1 1 2 ... 1 3 0],0.6699346123513578,"tensor(4.4777e-07, device='cuda:0', dtype=torch.float64)","tensor(215637.4900, device='cuda:0', dtype=torch.float64)","tensor(215769.3550, device='cuda:0', dtype=torch.float64)",0.7132893335505175,"{0: 79722, 1: 73556, 2: 36735, 3: 62386}","{0: 8751, 1: 8265, 2: 4074, 3: 6955}",cao
5,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-4): 5 x Categorical()
  )
)","tensor(-970911.0412, device='cuda:0', dtype=torch.float64)","[[8.49671302e-02 9.07979585e-01 1.48202669e-03 5.57125855e-03
  4.14096196e-20]
 [3.97699141e-01 7.67442534e-02 5.01359631e-01 2.20471207e-02
  2.14985395e-03]
 [7.79404934e-01 3.56271542e-02 6.98730295e-02 1.15094882e-01
  7.43728236e-11]
 ...
 [1.01385221e-01 5.82786164e-06 1.93422399e-01 4.12867085e-01
  2.92319466e-01]
 [5.46623886e-01 2.84516538e-05 1.87443142e-02 4.29873323e-01
  4.73002511e-03]
 [5.65589988e-01 4.49168493e-04 2.21689017e-01 9.97251047e-02
  1.12546721e-01]]",[1 2 0 ... 3 0 0],0.6900870423259964,"tensor(1.1307e-06, device='cuda:0', dtype=torch.float64)","tensor(1941862.0824, device='cuda:0', dtype=torch.float64)","tensor(1942070.8578, device='cuda:0', dtype=torch.float64)",0.7042813986646576,"tensor(-107779.6542, device='cuda:0', dtype=torch.float64)","[[5.86867707e-02 9.38836469e-01 1.99202349e-03 4.84737226e-04
  1.05529644e-13]
 [3.00756053e-01 6.79051649e-01 1.08503708e-02 9.34188402e-03
  4.33165969e-08]
 [2.57845323e-01 1.05015921e-04 4.62823840e-01 2.79216539e-01
  9.28189714e-06]
 ...
 [2.80261183e-01 3.83191241e-01 3.32416068e-01 4.13148855e-03
  1.89152407e-08]
 [4.29808636e-01 1.34706684e-04 4.98091003e-02 5.20247545e-01
  1.15091720e-08]
 [5.41068523e-01 4.36547463e-01 1.03734157e-04 2.22802806e-02
  3.14717398e-17]]",[1 1 2 ... 1 3 0],0.6901832039933905,"tensor(4.7424e-07, device='cuda:0', dtype=torch.float64)","tensor(215599.3083, device='cuda:0', dtype=torch.float64)","tensor(215764.1396, device='cuda:0', dtype=torch.float64)",0.7041532981492,"{0: 89802, 1: 71920, 2: 31248, 3: 59429}","{0: 9871, 1: 8075, 2: 3487, 3: 6612}",cao
6,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-5): 6 x Categorical()
  )
)","tensor(-970785.2023, device='cuda:0', dtype=torch.float64)","[[2.23952731e-02 6.95023115e-01 2.50352711e-01 3.22289007e-02
  2.93887608e-19 4.57594516e-13]
 [6.39994435e-01 1.15155316e-02 2.42212720e-01 4.86526731e-04
  1.05790787e-01 1.08967915e-15]
 [9.37284629e-01 4.93147264e-02 1.08422266e-02 2.55841574e-03
  1.42305699e-09 6.09158349e-10]
 ...
 [1.91644343e-01 2.97277320e-06 8.13747983e-02 3.94897431e-01
  3.32080455e-01 9.33044239e-23]
 [5.94134452e-01 1.27328668e-04 3.83481960e-04 4.05353679e-01
  1.05922524e-06 1.12440525e-16]
 [7.53100117e-01 1.05606344e-06 2.89699519e-02 8.26123772e-02
  1.35316496e-01 2.03045483e-09]]",[1 0 0 ... 3 0 0],0.6474762741896717,"tensor(1.0272e-06, device='cuda:0', dtype=torch.float64)","tensor(1941618.4047, device='cuda:0', dtype=torch.float64)","tensor(1941868.9350, device='cuda:0', dtype=torch.float64)",0.7357527991809759,"tensor(-107773.9650, device='cuda:0', dtype=torch.float64)","[[1.50992212e-02 8.40625422e-01 1.41511522e-01 2.73201486e-03
  1.51795944e-12 3.18204005e-05]
 [1.03731030e-01 1.04002974e-01 7.42923337e-01 4.93389116e-02
  3.74795666e-06 5.09518278e-19]
 [4.27283845e-01 3.68038766e-04 2.37417229e-01 3.34928737e-01
  2.06007762e-06 8.92534897e-08]
 ...
 [3.10061781e-01 3.09789673e-01 1.53557426e-01 8.96655795e-05
  1.42606569e-07 2.26501311e-01]
 [5.68802425e-01 3.66561391e-07 5.38259573e-03 4.25814607e-01
  5.58335311e-09 3.17895462e-10]
 [1.18436487e-01 7.53956260e-01 3.17192335e-04 1.27290060e-01
  2.40526554e-19 4.68757780e-14]]",[1 2 0 ... 0 0 1],0.6474062646047534,"tensor(4.3095e-07, device='cuda:0', dtype=torch.float64)","tensor(215595.9300, device='cuda:0', dtype=torch.float64)","tensor(215793.7276, device='cuda:0', dtype=torch.float64)",0.7357659287047337,"{0: 116261, 1: 54823, 2: 21500, 3: 54580, 4: 5235}","{0: 12872, 1: 6082, 2: 2405, 3: 6099, 4: 587}",cao
7,73,"GeneralMixtureModel(
  (distributions): ModuleList(
    (0-6): 7 x Categorical()
  )
)","tensor(-970693.2003, device='cuda:0', dtype=torch.float64)","[[6.04667396e-02 9.06303011e-01 9.19430905e-05 ... 9.20784986e-15
  4.79199409e-09 1.97435040e-02]
 [2.61355062e-01 8.16764255e-02 6.21102027e-01 ... 9.21570463e-06
  2.57227727e-13 9.33959680e-14]
 [6.55285608e-01 3.68526044e-02 7.97080455e-02 ... 1.67796435e-13
  2.52830288e-17 7.42755695e-11]
 ...
 [6.81474469e-02 1.06952088e-09 1.73262994e-01 ... 4.15184826e-01
  4.68940374e-06 7.56578682e-08]
 [5.58109078e-01 4.99396879e-09 2.32997952e-04 ... 4.44527692e-05
  1.76634674e-06 1.79745738e-01]
 [5.27169703e-01 1.90679824e-05 2.60397314e-01 ... 1.14674538e-01
  3.89315483e-17 1.21445944e-12]]",[1 2 0 ... 4 0 0],0.7363388728522712,"tensor(1.1874e-06, device='cuda:0', dtype=torch.float64)","tensor(1941442.4006, device='cuda:0', dtype=torch.float64)","tensor(1941734.6861, device='cuda:0', dtype=torch.float64)",0.6884235580137136,"tensor(-107763.3308, device='cuda:0', dtype=torch.float64)","[[4.21213678e-02 9.56506790e-01 1.36141545e-04 ... 4.73131965e-08
  4.43417393e-14 5.95551500e-07]
 [1.41663338e-01 7.20337396e-01 8.94837849e-04 ... 1.12151282e-01
  1.35426449e-13 8.90476052e-08]
 [3.18484188e-01 2.23221276e-08 4.14329494e-01 ... 2.75304544e-06
  2.41335255e-05 7.95325076e-06]
 ...
 [2.75142736e-01 3.83999765e-01 3.34573685e-01 ... 1.37654100e-11
  2.98201111e-13 2.21160443e-12]
 [3.63256510e-01 5.41643916e-06 5.45536130e-02 ... 5.60915519e-09
  5.86340258e-17 3.57218717e-12]
 [3.20999623e-01 3.83633247e-01 1.01226136e-07 ... 2.35833530e-13
  3.08477670e-14 2.49856864e-01]]",[1 1 2 ... 1 3 1],0.7364045693302523,"tensor(4.9798e-07, device='cuda:0', dtype=torch.float64)","tensor(215582.6617, device='cuda:0', dtype=torch.float64)","tensor(215813.4255, device='cuda:0', dtype=torch.float64)",0.6883636857853541,"{0: 83860, 1: 74982, 2: 30662, 3: 56528, 4: 5343, 5: 586, 6: 438}","{0: 9201, 1: 8432, 2: 3430, 3: 6268, 4: 610, 5: 57, 6: 47}",cao
